StudentId,CourseId,Section no,seat no
1235,26,1,15
1236,89,2,16
1236,124,1,10
1236,107,2,15
1236,138,1,11
1237,106,2,23
1237,46,2,20
1237,84,1,15
1238,71,1,15
1238,81,1,12
1238,25,2,14
1238,139,2,11
1239,53,2,16
1239,125,2,14
1239,34,2,16
1240,27,1,11
1240,40,2,10
1240,110,1,16
1240,123,1,15
1241,32,2,10
1241,110,1,17
1241,141,1,12
1241,51,1,13
1242,107,1,16
1242,142,2,18
1242,134,2,13
1242,76,2,11
1243,30,1,13
1243,31,1,9
1243,38,2,10
1244,130,1,11
1244,42,2,19
1244,114,2,10
1244,22,2,18
1245,77,2,18
1245,147,2,16
1245,71,2,18
1246,32,1,9
1246,43,1,13
1246,125,1,13
1247,87,2,7
1247,100,1,16
1247,70,1,13
1248,106,1,11
1248,27,1,12
1248,127,1,15
1249,18,2,16
1249,67,2,12
1249,129,2,16
1250,92,1,14
1250,140,1,17
1250,126,1,16
1251,89,2,17
1251,7,1,14
1251,129,1,14
1252,120,2,14
1252,99,2,16
1252,104,2,12
1253,86,1,11
1253,89,1,16
1253,23,1,17
1254,81,1,13
1254,45,1,17
1254,78,2,10
1254,140,1,18
1255,131,1,15
1255,55,2,13
1255,106,2,24
1256,105,2,8
1256,67,1,13
1256,66,1,10
1257,44,2,12
1257,20,1,15
1257,112,1,20
1258,138,2,13
1258,59,2,20
1258,141,1,13
1259,117,2,19
1259,134,1,15
1259,99,2,17
1259,122,2,13
1260,53,1,15
1260,96,2,18
1260,110,1,18
1261,41,1,16
1261,128,2,11
1261,90,2,14
1261,127,1,16
1262,65,1,7
1262,96,1,14
1262,115,2,13
1263,60,1,11
1263,71,1,16
1263,53,2,17
1264,44,2,13
1264,41,2,9
1264,78,2,11
1265,28,2,10
1265,23,1,18
1265,60,2,12
1266,107,1,17
1266,1,2,20
1266,101,2,19
1267,141,1,14
1267,63,2,13
1267,59,1,13
1268,51,1,14
1268,125,2,15
1268,150,1,19
1269,18,2,17
1269,91,2,14
1269,126,1,17
1270,98,2,9
1270,144,2,14
1270,75,1,18
1271,32,1,10
1271,25,1,11
1271,138,2,14
1271,54,2,11
1272,96,1,15
1272,8,1,15
1272,72,2,14
1273,72,2,15
1273,79,1,14
1273,5,2,17
1274,101,2,20
1274,51,2,15
1274,42,2,20
1275,37,2,17
1275,96,2,19
1275,45,2,9
1276,123,1,16
1276,93,2,20
1276,107,2,16
1277,113,2,17
1277,141,1,15
1277,51,1,15
1278,129,1,15
1278,137,2,13
1278,101,1,12
1279,112,1,21
1279,133,2,17
1279,55,2,14
1280,80,2,12
1280,2,2,10
1280,107,2,17
1281,114,2,11
1281,88,2,9
1281,86,2,24
1282,41,2,10
1282,42,2,21
1282,49,1,12
1283,142,1,15
1283,148,2,12
1283,82,2,12
1284,45,1,18
1284,101,1,13
1284,120,2,15
1284,48,1,17
1285,4,2,22
1285,27,1,13
1285,147,1,15
1286,1,2,21
1286,53,2,18
1286,38,2,11
1287,125,2,16
1287,136,2,12
1287,34,1,13
1288,36,1,17
1288,95,1,10
1288,142,2,19
1289,39,2,15
1289,81,2,16
1289,30,1,14
1290,118,1,14
1290,46,1,19
1290,149,1,11
1291,12,1,16
1291,79,1,15
1291,93,2,21
1291,142,1,16
1292,40,2,11
1292,47,1,10
1292,29,1,11
1293,19,2,14
1293,107,1,18
1293,47,1,11
1293,126,1,18
1294,40,2,12
1294,74,2,13
1294,92,1,15
1295,65,1,8
1295,135,1,18
1295,58,1,15
1296,50,2,21
1296,53,1,16
1296,101,2,21
1297,119,2,14
1297,33,1,13
1297,89,2,18
1298,139,1,16
1298,108,2,11
1298,61,2,10
1299,9,1,16
1299,105,2,9
1299,58,1,16
1300,63,1,19
1300,100,2,15
1300,134,2,14
1301,127,2,13
1301,93,1,19
1301,130,2,16
1301,87,2,8
1302,26,2,16
1302,55,1,16
1302,96,1,16
1303,12,1,17
1303,107,2,18
1303,124,2,10
1303,50,2,22
1304,117,2,20
1304,56,2,19
1304,99,2,18
1305,145,2,22
1305,1,2,22
1305,84,2,17
1305,74,1,17
1306,124,1,11
1306,136,2,13
1306,126,1,19
1307,133,2,18
1307,146,2,18
1307,69,1,13
1308,86,1,12
1308,34,1,14
1308,91,1,15
1308,90,2,15
1309,52,2,12
1309,94,2,16
1309,106,2,25
1309,98,1,17
1310,59,1,14
1310,134,1,16
1310,142,1,17
1311,124,2,11
1311,75,2,12
1311,54,2,12
1312,62,1,11
1312,79,2,10
1312,48,1,18
1313,115,1,15
1313,121,1,20
1313,64,1,15
1313,83,2,16
1314,34,2,17
1314,78,1,12
1314,105,1,15
1315,68,2,15
1315,98,2,10
1315,59,2,21
1316,41,1,17
1316,58,1,17
1316,81,2,17
1317,21,2,12
1317,102,1,11
1317,48,1,19
1318,132,2,18
1318,28,1,12
1318,77,1,15
1319,36,2,15
1319,15,1,13
1319,96,1,17
1319,73,2,18
1320,58,2,18
1320,133,2,19
1320,62,2,7
1321,110,2,16
1321,100,1,17
1321,141,1,16
1322,127,1,17
1322,75,2,13
1322,64,2,9
1323,113,2,18
1323,106,2,26
1323,3,1,11
1323,93,2,22
1324,81,2,18
1324,114,1,17
1324,124,1,12
1325,81,2,19
1325,110,1,19
1325,146,1,13
1326,18,1,12
1326,62,2,8
1326,70,2,7
1327,112,1,22
1327,118,1,15
1327,111,1,20
1328,96,1,18
1328,74,1,18
1328,106,2,27
1329,121,1,21
1329,29,1,12
1329,133,1,16
1330,125,2,17
1330,142,1,18
1330,120,2,16
1331,89,2,19
1331,124,1,13
1331,63,1,20
1332,59,2,22
1332,148,1,15
1332,113,2,19
1333,102,2,8
1333,3,1,12
1333,42,2,22
1334,70,2,8
1334,118,1,16
1334,44,2,14
1334,82,2,13
1335,98,2,11
1335,115,1,16
1335,90,1,15
1336,97,1,17
1336,11,2,17
1336,120,2,17
1336,1,2,23
1337,105,2,10
1337,127,2,14
1337,65,2,13
1337,144,1,12
1338,29,1,13
1338,143,1,16
1338,55,2,15
1339,55,2,16
1339,19,2,15
1339,26,2,17
1340,82,2,14
1340,123,1,17
1340,120,2,18
1341,109,2,12
1341,95,2,14
1341,134,2,15
1342,40,2,13
1342,121,2,16
1342,129,1,16
1343,56,2,20
1343,125,2,18
1343,19,1,13
1344,12,1,18
1344,104,2,13
1344,132,2,19
1345,5,1,16
1345,49,2,12
1345,9,1,17
1346,130,2,17
1346,99,1,10
1346,77,2,19
1347,119,2,15
1347,2,2,11
1347,36,1,18
1348,1,1,13
1348,9,2,18
1348,149,2,13
1349,144,2,15
1349,107,1,19
1349,60,2,13
1350,14,2,13
1350,62,1,12
1350,25,1,12
1351,149,2,14
1351,82,2,15
1351,10,2,9
1352,113,2,20
1352,24,1,13
1352,48,2,8
1353,90,2,16
1353,59,1,15
1353,35,2,12
1353,98,2,12
1354,95,2,15
1354,137,1,14
1354,146,2,19
1355,19,1,14
1355,7,2,15
1355,145,1,9
1356,47,1,12
1356,50,1,13
1356,1,1,14
1357,5,2,18
1357,72,2,16
1357,68,2,16
1358,26,1,16
1358,7,1,15
1358,9,1,18
1358,85,2,20
1359,138,2,15
1359,33,1,14
1359,46,1,20
1359,107,1,20
1360,46,2,21
1360,40,2,14
1360,58,2,19
1360,122,2,14
1361,83,2,17
1361,107,2,19
1361,50,2,23
1362,136,1,18
1362,17,1,13
1362,125,1,14
1363,135,2,19
1363,117,2,21
1363,109,1,18
1363,60,1,12
1364,122,1,15
1364,95,2,16
1364,107,1,21
1364,46,1,21
1365,31,2,17
1365,79,1,16
1365,74,1,19
1365,143,1,17
1366,66,2,10
1366,58,2,20
1366,32,2,11
1367,53,2,19
1367,109,1,19
1367,18,2,18
1367,129,1,17
1368,69,2,26
1368,70,1,14
1368,2,2,12
1369,34,1,15
1369,80,1,21
1369,130,2,18
1370,15,1,14
1370,97,2,21
1370,150,2,12
1371,1,1,15
1371,82,2,16
1371,58,2,21
1372,55,2,17
1372,135,2,20
1372,2,2,13
1373,99,2,19
1373,30,2,14
1373,130,2,19
1374,23,2,11
1374,75,2,14
1374,123,2,11
1375,34,2,18
1375,58,2,22
1375,135,1,19
1376,84,2,18
1376,67,1,14
1376,99,2,20
1377,56,2,21
1377,43,2,11
1377,105,2,11
1378,4,1,14
1378,122,2,15
1378,143,2,11
1379,66,2,11
1379,104,1,9
1379,146,1,14
1380,75,1,19
1380,62,1,13
1380,97,2,22
1381,60,1,13
1381,114,1,18
1381,12,1,19
1382,149,1,12
1382,96,1,19
1382,146,2,20
1383,118,2,7
1383,66,2,12
1383,16,2,15
1384,32,1,11
1384,56,1,16
1384,148,1,16
1385,117,2,22
1385,31,2,18
1385,55,2,18
1385,140,2,10
1386,124,2,12
1386,94,2,17
1386,110,1,20
1387,41,1,18
1387,143,1,18
1387,6,2,11
1388,111,1,21
1388,115,1,17
1388,127,2,15
1388,124,2,13
1389,134,1,17
1389,69,1,14
1389,137,1,15
1390,23,1,19
1390,59,1,16
1390,104,2,14
1391,73,2,19
1391,49,2,13
1391,18,2,19
1392,12,1,20
1392,117,1,17
1392,126,2,12
1393,90,1,16
1393,2,1,21
1393,1,2,24
1394,136,1,19
1394,87,1,15
1394,57,2,19
1395,143,1,19
1395,5,1,17
1395,30,2,15
1395,80,2,13
1396,74,1,20
1396,118,1,17
1396,86,1,13
1397,114,2,12
1397,5,1,18
1397,21,1,11
1398,69,2,27
1398,119,1,9
1398,32,1,12
1399,83,2,18
1399,12,2,12
1399,84,2,19
1400,22,2,19
1400,4,1,15
1400,110,1,21
1401,100,2,16
1401,58,1,18
1401,114,1,19
1402,68,2,17
1402,119,1,10
1402,135,1,20
1403,145,1,10
1403,66,2,13
1403,1,1,16
1404,107,1,22
1404,84,2,20
1404,48,2,9
1405,52,2,13
1405,44,1,10
1405,23,1,20
1406,73,1,17
1406,59,2,23
1406,57,1,15
1406,63,2,14
1407,69,1,15
1407,61,1,18
1407,89,1,17
1408,117,1,18
1408,122,1,16
1408,78,1,13
1408,139,2,12
1409,123,2,12
1409,113,2,21
1409,109,2,13
1409,70,1,15
1410,38,2,12
1410,48,1,20
1410,12,1,21
1410,76,2,12
1411,23,2,12
1411,54,1,10
1411,41,1,19
1412,22,1,15
1412,120,2,19
1412,138,1,12
1413,52,2,14
1413,67,2,13
1413,75,1,20
1414,30,2,16
1414,23,2,13
1414,103,2,14
1415,75,2,15
1415,30,1,15
1415,63,2,15
1416,76,1,19
1416,34,1,16
1416,92,2,17
1417,117,1,19
1417,142,2,20
1417,16,1,19
1418,29,1,14
1418,66,1,11
1418,2,2,14
1419,62,1,14
1419,55,2,19
1419,133,2,20
1420,144,2,16
1420,105,1,16
1420,26,2,18
1420,135,1,21
1421,64,1,16
1421,92,2,18
1421,36,2,16
1421,137,2,14
1422,107,1,23
1422,38,2,13
1422,120,2,20
1422,59,1,17
1423,17,2,14
1423,109,1,20
1423,3,1,13
1424,17,2,15
1424,110,2,17
1424,118,2,8
1424,91,2,15
1425,5,2,19
1425,10,1,20
1425,31,1,10
1426,131,2,14
1426,91,1,16
1426,147,2,17
1427,66,2,14
1427,120,2,21
1427,147,1,16
1428,131,1,16
1428,113,2,22
1428,19,2,16
1428,110,1,22
1429,100,2,17
1429,45,2,10
1429,3,1,14
1430,69,1,16
1430,71,2,19
1430,86,2,25
1430,74,2,14
1431,41,1,20
1431,11,1,14
1431,123,1,18
1432,70,2,9
1432,17,1,14
1432,34,1,17
1432,33,1,15
1433,110,1,23
1433,32,1,13
1433,66,2,15
1434,149,1,13
1434,100,1,18
1434,61,2,11
1435,74,2,15
1435,53,2,20
1435,8,2,14
1435,103,1,13
1436,8,2,15
1436,38,2,14
1436,150,2,13
1437,118,2,9
1437,149,1,14
1437,12,1,22
1438,136,1,20
1438,143,1,20
1438,42,2,23
1439,31,1,11
1439,149,2,15
1439,11,1,15
1439,75,1,21
1440,42,2,24
1440,117,2,23
1440,88,1,15
1441,65,1,9
1441,85,1,13
1441,109,1,21
1442,100,1,19
1442,23,2,14
1442,83,1,16
1443,40,2,15
1443,122,1,17
1443,62,1,15
1444,57,2,20
1444,37,2,18
1444,28,1,13
1445,85,1,14
1445,71,2,20
1445,63,1,21
1445,79,1,17
1446,135,2,21
1446,26,2,19
1446,12,2,13
1447,38,1,15
1447,26,1,17
1447,146,1,15
1447,56,1,17
1448,130,2,20
1448,1,1,17
1448,140,1,19
1449,91,1,17
1449,9,1,19
1449,111,1,22
1450,127,2,16
1450,57,1,16
1450,142,1,19
1451,83,2,19
1451,48,2,10
1451,37,1,12
1452,38,2,15
1452,24,1,14
1452,109,1,22
1452,50,1,14
1453,128,2,12
1453,98,1,18
1453,7,1,16
1454,70,2,10
1454,14,1,16
1454,100,2,18
1454,2,2,15
1455,101,1,14
1455,75,1,22
1455,143,2,12
1455,77,1,16
1456,61,2,12
1456,137,2,15
1456,136,1,21
1456,85,2,21
1457,41,1,21
1457,104,1,10
1457,143,1,21
1458,50,1,15
1458,97,1,18
1458,49,2,14
1459,100,1,20
1459,93,2,23
1459,19,2,17
1460,36,2,17
1460,95,2,17
1460,130,2,21
1461,112,1,23
1461,54,2,13
1461,77,2,20
1462,6,2,12
1462,90,1,17
1462,75,1,23
1463,118,2,10
1463,33,1,16
1463,97,2,23
1464,101,1,15
1464,8,2,16
1464,135,2,22
1465,125,1,15
1465,84,1,16
1465,111,2,17
1466,46,2,22
1466,107,2,20
1466,16,2,16
1467,136,1,22
1467,68,1,15
1467,123,2,13
1468,116,2,17
1468,1,1,18
1468,91,2,16
1468,5,1,19
1469,65,1,10
1469,121,1,22
1469,130,2,22
1470,112,2,13
1470,25,2,15
1470,46,2,23
1471,5,2,20
1471,46,1,22
1471,74,1,21
1472,4,2,23
1472,96,2,20
1472,129,1,18
1473,34,1,18
1473,45,2,11
1473,80,1,22
1474,127,1,18
1474,37,1,13
1474,42,1,17
1475,60,2,14
1475,65,1,11
1475,57,1,17
1475,94,1,14
1476,22,2,20
1476,91,1,18
1476,117,2,24
1477,52,2,15
1477,139,2,13
1477,19,2,18
1478,109,1,23
1478,19,1,15
1478,83,2,20
1479,37,2,19
1479,122,2,16
1479,3,1,15
1479,36,2,18
1480,123,1,19
1480,140,2,11
1480,132,1,16
1481,147,2,18
1481,57,2,21
1481,111,1,23
1482,90,1,18
1482,95,1,11
1482,43,2,12
1483,2,2,16
1483,126,2,13
1483,146,1,16
1484,59,2,24
1484,107,2,21
1484,121,1,23
1485,87,2,9
1485,81,1,14
1485,122,2,17
1486,36,2,19
1486,142,1,20
1486,15,1,15
1487,134,2,16
1487,105,1,17
1487,137,2,16
1488,12,1,23
1488,84,1,17
1488,35,2,13
1489,76,2,13
1489,54,1,11
1489,19,1,16
1490,57,1,18
1490,16,2,17
1490,137,2,17
1491,126,1,20
1491,80,2,14
1491,148,1,17
1492,55,1,17
1492,93,2,24
1492,12,1,24
1492,21,2,13
1493,118,1,18
1493,30,1,16
1493,126,1,21
1494,114,2,13
1494,23,2,15
1494,136,2,14
1495,132,1,17
1495,116,1,10
1495,59,2,25
1495,83,2,21
1496,78,2,12
1496,100,1,21
1496,20,2,13
1497,29,2,15
1497,17,2,16
1497,5,1,20
1497,63,1,22
1498,30,2,17
1498,7,1,17
1498,59,1,18
1498,11,1,16
1499,96,2,21
1499,145,1,11
1499,94,2,18
1500,11,2,18
1500,55,2,20
1500,80,2,15
1501,120,2,22
1501,117,2,25
1501,108,2,12
1501,61,1,19
1502,12,1,25
1502,32,2,12
1502,17,2,17
1502,51,1,16
1503,148,2,13
1503,65,2,14
1503,33,2,9
1504,60,2,15
1504,63,1,23
1504,69,1,17
1505,110,2,18
1505,80,2,16
1505,141,2,20
1506,57,1,19
1506,91,2,17
1506,49,2,15
1506,105,2,12
1507,13,1,12
1507,125,2,19
1507,143,1,22
1508,26,2,20
1508,127,2,17
1508,96,2,22
1509,11,2,19
1509,44,2,15
1509,112,2,14
1509,105,1,18
1510,130,1,12
1510,139,1,17
1510,128,1,12
1510,137,2,18
1511,124,2,14
1511,130,1,13
1511,93,2,25
1512,69,2,28
1512,92,2,19
1512,7,1,18
1513,26,2,21
1513,48,1,21
1513,68,1,16
1514,102,1,12
1514,73,1,18
1514,30,1,17
1515,34,1,19
1515,47,1,13
1515,116,2,18
1516,24,1,15
1516,112,2,15
1516,133,2,21
1517,49,2,16
1517,63,1,24
1517,93,1,20
1518,69,1,18
1518,57,2,22
1518,30,2,18
1519,130,2,23
1519,134,1,18
1519,144,2,17
1519,37,2,20
1520,116,1,11
1520,88,2,10
1520,62,2,9
1521,131,1,17
1521,24,2,7
1521,76,2,14
1522,80,1,23
1522,84,2,21
1522,133,2,22
1523,99,2,21
1523,43,1,14
1523,109,2,14
1524,71,1,17
1524,50,2,24
1524,142,1,21
1524,147,2,19
1525,144,2,18
1525,133,2,23
1525,44,2,16
1526,121,1,24
1526,135,1,22
1526,43,2,13
1526,132,2,20
1527,114,2,14
1527,99,1,11
1527,21,1,12
1528,76,1,20
1528,81,2,20
1528,4,2,24
1529,108,1,18
1529,86,2,26
1529,120,2,23
1529,26,2,22
1530,12,1,26
1530,80,1,24
1530,76,2,15
1530,51,2,16
1531,134,2,17
1531,8,1,16
1531,106,2,28
1532,23,2,16
1532,95,1,12
1532,78,1,14
1532,70,1,16
1533,113,1,9
1533,34,1,20
1533,80,2,17
1534,69,1,19
1534,109,1,24
1534,73,2,20
1535,12,1,27
1535,87,2,10
1535,110,1,24
1536,46,1,23
1536,44,2,17
1536,67,1,15
1537,122,1,18
1537,134,1,19
1537,150,2,14
1538,56,1,18
1538,75,1,24
1538,4,1,16
1539,46,2,24
1539,93,1,21
1539,30,1,18
1540,64,2,10
1540,19,2,19
1540,25,2,16
1541,75,1,25
1541,22,2,21
1541,79,1,18
1542,30,2,19
1542,133,1,17
1542,82,1,12
1543,30,2,20
1543,118,1,19
1543,49,2,17
1544,3,2,9
1544,130,1,14
1544,110,2,19
1545,99,1,12
1545,64,1,17
1545,73,2,21
1546,83,2,22
1546,24,1,16
1546,62,2,10
1547,11,2,20
1547,80,2,18
1547,133,1,18
1548,20,2,14
1548,91,1,19
1548,135,2,23
1548,2,1,22
1549,85,2,22
1549,31,1,12
1549,86,2,27
1550,103,1,14
1550,67,2,14
1550,17,2,18
1551,105,1,19
1551,133,2,24
1551,127,2,18
1552,98,2,13
1552,46,1,24
1552,127,1,19
1553,128,1,13
1553,104,2,15
1553,75,1,26
1554,9,1,20
1554,123,2,14
1554,6,1,16
1555,18,1,13
1555,68,1,17
1555,135,2,24
1555,3,1,16
1556,10,2,10
1556,101,1,16
1556,46,2,25
1556,18,2,20
1557,68,1,18
1557,144,1,13
1557,47,1,14
1558,104,2,16
1558,101,1,17
1558,90,1,19
1558,42,1,18
1559,110,2,20
1559,29,2,16
1559,150,1,20
1560,130,1,15
1560,5,1,21
1560,133,1,19
1561,84,1,18
1561,43,2,14
1561,44,2,18
1562,23,2,17
1562,32,1,14
1562,9,1,21
1563,124,2,15
1563,23,1,21
1563,68,1,19
1564,11,2,21
1564,113,1,10
1564,16,2,18
1565,54,1,12
1565,4,1,17
1565,133,2,25
1566,134,2,18
1566,137,1,16
1566,19,1,17
1566,22,2,22
1567,54,1,13
1567,29,2,17
1567,18,2,21
1568,132,1,18
1568,7,2,16
1568,127,1,20
1568,85,2,23
1569,21,1,13
1569,127,2,19
1569,82,1,13
1570,108,1,19
1570,77,2,21
1570,84,1,19
1571,60,2,16
1571,47,1,15
1571,122,1,19
1572,123,2,15
1572,130,2,24
1572,68,1,20
1573,12,1,28
1573,67,1,16
1573,41,1,22
1574,7,2,17
1574,80,2,19
1574,89,1,18
1575,92,2,20
1575,144,1,14
1575,117,2,26
1575,59,2,26
1576,47,1,16
1576,146,2,21
1576,143,2,13
1577,55,1,18
1577,43,1,15
1577,136,2,15
1578,61,1,20
1578,132,2,21
1578,108,2,13
1578,10,1,21
1579,41,2,11
1579,35,2,14
1579,91,2,18
1580,97,2,24
1580,113,1,11
1580,100,2,19
1581,139,1,18
1581,72,1,18
1581,28,2,11
1582,121,1,25
1582,116,2,19
1582,52,1,13
1583,6,2,13
1583,90,1,20
1583,50,2,25
1584,121,2,17
1584,46,1,25
1584,77,1,17
1585,9,1,22
1585,130,1,16
1585,23,1,22
1586,54,1,14
1586,90,2,17
1586,100,1,22
1586,15,1,16
1587,150,1,21
1587,93,1,22
1587,135,2,25
1588,52,2,16
1588,106,2,29
1588,101,1,18
1588,21,2,14
1589,114,1,20
1589,46,2,26
1589,61,1,21
1590,104,1,11
1590,13,2,10
1590,38,2,16
1591,33,1,17
1591,110,1,25
1591,3,2,10
1592,77,2,22
1592,134,1,20
1592,131,1,18
1592,68,1,21
1593,14,2,14
1593,137,2,19
1593,53,2,21
1594,38,2,17
1594,115,1,18
1594,131,1,19
1594,23,2,18
1595,142,2,21
1595,148,1,18
1595,40,1,19
1595,115,1,19
1596,72,1,19
1596,35,1,16
1596,58,1,19
1597,67,1,17
1597,31,2,19
1597,117,1,20
1597,79,2,11
1598,8,2,17
1598,7,2,18
1598,128,2,13
1599,59,2,27
1599,63,2,16
1599,52,2,17
1599,121,1,26
1600,68,2,18
1600,97,1,19
1600,58,1,20
1600,33,1,18
1601,90,2,18
1601,7,2,19
1601,138,1,13
1602,97,2,25
1602,115,2,14
1602,66,1,12
1603,61,1,22
1603,123,2,16
1603,119,1,11
1604,115,2,15
1604,100,2,20
1604,58,2,23
1604,26,2,23
1605,109,1,25
1605,38,2,18
1605,68,1,22
1606,50,1,16
1606,19,2,20
1606,33,1,19
1607,70,2,11
1607,120,2,24
1607,98,1,19
1608,65,2,15
1608,145,2,23
1608,68,1,23
1609,29,2,18
1609,75,1,27
1609,132,2,22
1610,139,2,14
1610,104,1,12
1610,116,1,12
1611,147,1,17
1611,32,1,15
1611,113,1,12
1612,91,2,19
1612,74,1,22
1612,39,1,14
1613,123,2,17
1613,17,1,15
1613,5,1,22
1613,68,1,24
1614,120,2,25
1614,61,2,13
1614,39,2,16
1615,58,2,24
1615,24,1,17
1615,56,1,19
1616,106,1,12
1616,124,1,14
1616,39,1,15
1616,122,2,18
1617,89,2,20
1617,54,1,15
1617,21,2,15
1618,146,2,22
1618,120,1,18
1618,46,2,27
1619,90,2,19
1619,19,2,21
1619,71,1,18
1620,31,1,13
1620,119,2,16
1620,6,1,17
1621,137,1,17
1621,59,1,19
1621,11,1,17
1621,45,2,12
1622,77,2,23
1622,101,2,22
1622,8,1,17
1623,100,2,21
1623,93,1,23
1623,46,1,26
1623,29,2,19
1624,44,2,19
1624,102,2,9
1624,54,1,16
1625,81,2,21
1625,100,2,22
1625,1,1,19
1626,94,2,19
1626,104,1,13
1626,1,1,20
1626,17,1,16
1627,45,1,19
1627,18,2,22
1627,135,1,23
1627,5,2,21
1628,51,1,17
1628,102,1,13
1628,142,1,22
1628,120,1,19
1629,110,1,26
1629,80,2,20
1629,143,2,14
1629,126,2,14
1630,149,2,16
1630,55,2,21
1630,131,2,15
1631,42,1,19
1631,28,2,12
1631,40,1,20
1632,88,1,16
1632,54,1,17
1632,53,1,17
1633,25,2,17
1633,144,2,19
1633,40,1,21
1634,29,2,20
1634,76,1,21
1634,116,1,13
1634,61,2,14
1635,120,1,20
1635,116,2,20
1635,84,2,22
1636,23,1,23
1636,57,1,20
1636,119,1,12
1637,135,2,26
1637,54,2,14
1637,62,1,16
1638,79,1,19
1638,14,2,15
1638,85,1,15
1639,134,1,21
1639,57,2,23
1639,95,1,13
1639,80,2,21
1640,137,2,20
1640,53,2,22
1640,104,1,14
1641,33,2,10
1641,15,2,13
1641,70,1,17
1641,135,2,27
1642,9,2,19
1642,121,2,18
1642,26,1,18
1643,56,1,20
1643,2,1,23
1643,97,1,20
1644,98,2,14
1644,99,2,22
1644,31,2,20
1645,102,2,10
1645,22,2,23
1645,112,1,24
1646,138,1,14
1646,109,1,26
1646,67,1,18
1647,103,1,15
1647,51,2,17
1647,89,2,21
1648,98,2,15
1648,36,2,20
1648,150,1,22
1649,140,2,12
1649,77,2,24
1649,120,1,21
1650,67,1,19
1650,124,1,15
1650,88,2,11
1650,81,1,15
1651,70,2,12
1651,23,2,19
1651,15,1,17
1652,100,2,23
1652,64,1,18
1652,74,2,16
1652,148,2,14
1653,139,1,19
1653,26,2,24
1653,125,2,20
1654,44,1,11
1654,115,1,20
1654,108,2,14
1655,128,2,14
1655,72,2,17
1655,96,2,23
1656,78,1,15
1656,33,1,20
1656,59,2,28
1657,107,1,24
1657,16,1,20
1657,82,2,17
1658,39,1,16
1658,72,1,20
1658,27,1,14
1659,78,1,16
1659,132,2,23
1659,64,2,11
1660,116,2,21
1660,89,2,22
1660,101,1,19
1661,128,2,15
1661,79,2,12
1661,4,2,25
1662,27,1,15
1662,51,2,18
1662,30,2,21
1663,141,1,17
1663,18,2,23
1663,54,2,15
1664,65,1,12
1664,77,1,18
1664,62,2,11
1664,33,1,21
1665,2,1,24
1665,81,2,22
1665,52,2,18
1665,102,2,11
1666,90,1,21
1666,137,2,21
1666,86,2,28
1666,22,2,24
1667,32,2,13
1667,111,2,18
1667,5,2,22
1667,148,2,15
1668,79,1,20
1668,52,2,19
1668,30,1,19
1668,53,1,18
1669,144,1,15
1669,128,2,16
1669,67,1,20
1669,64,1,19
1670,147,1,18
1670,86,2,29
1670,48,1,22
1671,40,2,16
1671,5,1,23
1671,119,1,13
1672,39,2,17
1672,150,2,15
1672,89,2,23
1673,99,2,23
1673,41,1,23
1673,34,2,19
1673,5,1,24
1674,130,1,17
1674,97,1,21
1674,91,2,20
1675,67,2,15
1675,107,2,22
1675,66,1,13
1676,39,1,17
1676,111,2,19
1676,33,2,11
1677,106,2,30
1677,1,2,25
1677,127,1,21
1678,82,2,18
1678,12,2,14
1678,107,2,23
1679,88,1,17
1679,102,2,12
1679,140,1,20
1680,39,1,18
1680,124,1,16
1680,40,2,17
1681,14,1,17
1681,68,2,19
1681,78,1,17
1682,39,1,19
1682,120,2,26
1682,16,2,19
1683,141,1,18
1683,110,1,27
1683,112,2,16
1684,57,2,24
1684,67,2,16
1684,8,2,18
1685,107,2,24
1685,149,1,15
1685,32,1,16
1686,66,2,16
1686,38,1,16
1686,17,1,17
1687,44,2,20
1687,33,1,22
1687,96,1,20
1687,26,2,25
1688,133,2,26
1688,45,1,20
1688,97,2,26
1689,64,2,12
1689,33,1,23
1689,49,1,13
1690,112,2,17
1690,121,1,27
1690,91,2,21
1691,67,1,21
1691,35,2,15
1691,126,1,22
1692,113,2,23
1692,119,1,14
1692,84,2,23
1693,24,1,18
1693,121,2,19
1693,143,2,15
1694,150,2,16
1694,82,2,19
1694,42,1,20
1695,132,2,24
1695,78,2,13
1695,5,1,25
1696,65,2,16
1696,100,1,23
1696,94,2,20
1696,87,1,16
1697,106,1,13
1697,71,1,19
1697,99,1,13
1698,84,1,20
1698,148,2,16
1698,107,2,25
1699,94,2,21
1699,96,2,24
1699,117,1,21
1700,123,2,18
1700,11,2,22
1700,96,2,25
1701,23,1,24
1701,41,2,12
1701,20,2,15
1702,97,2,27
1702,126,2,15
1702,66,1,14
1702,43,2,15
1703,113,1,13
1703,115,2,16
1703,26,2,26
1704,24,1,19
1704,31,2,21
1704,8,2,19
1705,136,2,16
1705,8,1,18
1705,143,1,23
1706,130,2,25
1706,112,2,18
1706,59,2,29
1707,68,2,20
1707,77,2,25
1707,2,2,17
1708,126,2,16
1708,73,1,19
1708,23,2,20
1709,136,2,17
1709,54,2,16
1709,118,1,20
1710,94,2,22
1710,82,2,20
1710,84,1,21
1711,136,2,18
1711,49,1,14
1711,68,2,21
1712,94,2,23
1712,134,2,19
1712,69,1,20
1713,38,2,19
1713,137,1,18
1713,80,2,22
1714,130,1,18
1714,123,2,19
1714,93,2,26
1715,49,2,18
1715,22,1,16
1715,66,1,15
